1,0.658824,0.658824,1
0.999225,0.658932,0.658377,0.996062
0.998451,0.65904,0.65793,0.992123
0.997676,0.659148,0.657483,0.988185
0.996901,0.659256,0.657036,0.984247
0.996127,0.659364,0.656589,0.980308
0.995352,0.659472,0.656143,0.97637
0.994577,0.65958,0.655696,0.972431
0.993803,0.659689,0.655249,0.968493
0.993028,0.659797,0.654802,0.964555
0.992253,0.659905,0.654355,0.960616
0.991479,0.660013,0.653909,0.956678
0.990704,0.660121,0.653462,0.95274
0.989929,0.660229,0.653015,0.948801
0.989155,0.660337,0.652568,0.944863
0.98838,0.660445,0.652121,0.940925
0.987605,0.660554,0.651674,0.936986
0.986831,0.660662,0.651228,0.933048
0.986056,0.66077,0.650781,0.929109
0.985281,0.660878,0.650334,0.925171
0.984507,0.660986,0.649887,0.921233
0.983732,0.661094,0.64944,0.917294
0.982957,0.661202,0.648993,0.913356
0.982183,0.66131,0.648547,0.909418
0.981408,0.661419,0.6481,0.905479
0.980634,0.661527,0.647653,0.901541
0.979859,0.661635,0.647206,0.897603
0.979084,0.661743,0.646759,0.893664
0.97831,0.661851,0.646313,0.889726
0.977535,0.661959,0.645866,0.885787
0.97676,0.662067,0.645419,0.881849
0.975986,0.662175,0.644972,0.877911
0.975211,0.662284,0.644525,0.873972
0.974436,0.662392,0.644078,0.870034
0.973662,0.6625,0.643632,0.866096
0.972887,0.662608,0.643185,0.862157
0.972112,0.662716,0.642738,0.858219
0.971338,0.662824,0.642291,0.854281
0.970563,0.662932,0.641844,0.850342
0.969788,0.66304,0.641398,0.846404
0.969014,0.663149,0.640951,0.842465
0.968239,0.663257,0.640504,0.838527
0.967464,0.663365,0.640057,0.834589
0.96669,0.663473,0.63961,0.83065
0.965915,0.663581,0.639163,0.826712
0.96514,0.663689,0.638717,0.822774
0.964366,0.663797,0.63827,0.818835
0.963591,0.663905,0.637823,0.814897
0.962816,0.664014,0.637376,0.810959
0.962042,0.664122,0.636929,0.80702
0.961267,0.66423,0.636483,0.803082
0.960492,0.664338,0.636036,0.799143
0.959718,0.664446,0.635589,0.795205
0.958943,0.664554,0.635142,0.791267
0.958168,0.664662,0.634695,0.787328
0.957394,0.66477,0.634248,0.78339
0.956619,0.664879,0.633802,0.779452
0.955844,0.664987,0.633355,0.775513
0.95507,0.665095,0.632908,0.771575
0.954295,0.665203,0.632461,0.767637
0.95352,0.665311,0.632014,0.763698
0.952746,0.665419,0.631567,0.75976
0.951971,0.665527,0.631121,0.755821
0.951196,0.665635,0.630674,0.751883
0.950422,0.665744,0.630227,0.747945
0.949647,0.665852,0.62978,0.744006
0.948873,0.66596,0.629333,0.740068
0.948098,0.666068,0.628887,0.73613
0.947323,0.666176,0.62844,0.732191
0.946549,0.666284,0.627993,0.728253
0.945774,0.666392,0.627546,0.724315
0.944999,0.6665,0.627099,0.720376
0.944225,0.666609,0.626652,0.716438
0.94345,0.666717,0.626206,0.712499
0.942675,0.666825,0.625759,0.708561
0.941901,0.666933,0.625312,0.704623
0.941126,0.667041,0.624865,0.700684
0.940351,0.667149,0.624418,0.696746
0.939577,0.667257,0.623972,0.692808
0.938802,0.667365,0.623525,0.688869
0.938027,0.667474,0.623078,0.684931
0.937253,0.667582,0.622631,0.680993
0.936478,0.66769,0.622184,0.677054
0.935703,0.667798,0.621737,0.673116
0.934929,0.667906,0.621291,0.669177
0.934154,0.668014,0.620844,0.665239
0.933379,0.668122,0.620397,0.661301
0.932605,0.66823,0.61995,0.657362
0.93183,0.668339,0.619503,0.653424
0.931055,0.668447,0.619057,0.649486
0.930281,0.668555,0.61861,0.645547
0.929506,0.668663,0.618163,0.641609
0.928731,0.668771,0.617716,0.637671
0.927957,0.668879,0.617269,0.633732
0.927182,0.668987,0.616822,0.629794
0.926407,0.669095,0.616376,0.625855
0.925633,0.669204,0.615929,0.621917
0.924858,0.669312,0.615482,0.617979
0.924083,0.66942,0.615035,0.61404
0.923309,0.669528,0.614588,0.610102
0.922534,0.669636,0.614142,0.606164
0.921759,0.669744,0.613695,0.602225
0.920985,0.669852,0.613248,0.598287
0.92021,0.66996,0.612801,0.594349
0.919436,0.670069,0.612354,0.59041
0.918661,0.670177,0.611907,0.586472
0.917886,0.670285,0.611461,0.582533
0.917112,0.670393,0.611014,0.578595
0.916337,0.670501,0.610567,0.574657
0.915562,0.670609,0.61012,0.570718
0.914788,0.670717,0.609673,0.56678
0.914013,0.670825,0.609226,0.562842
0.913238,0.670934,0.60878,0.558903
0.912464,0.671042,0.608333,0.554965
0.911689,0.67115,0.607886,0.551027
0.910914,0.671258,0.607439,0.547088
0.91014,0.671366,0.606992,0.54315
0.909365,0.671474,0.606546,0.539211
0.90859,0.671582,0.606099,0.535273
0.907816,0.67169,0.605652,0.531335
0.907041,0.671799,0.605205,0.527396
0.906266,0.671907,0.604758,0.523458
0.905492,0.672015,0.604311,0.51952
0.904717,0.672123,0.603865,0.515581
0.903942,0.672231,0.603418,0.511643
0.903168,0.672339,0.602971,0.507704
0.902393,0.672447,0.602524,0.503766
0.901618,0.672556,0.602077,0.499828
0.900844,0.672664,0.601631,0.495889
0.900069,0.672772,0.601184,0.491951
